City_ID,City,Latitude,Longitude,Max Temperature (C),Humidity (%),Cloudiness (%),Wind Speed (m/sec),Country,Date
359,nohar,29.1833,74.7667,26.12,27,98,2.81,IN,1698524045
360,strzelin,50.7816,17.0648,11.98,83,100,3.69,PL,1698524045
361,shahpur,16.7,76.8333,23.61,50,51,3.85,IN,1698524045
362,manggar,-2.8833,108.2667,27.2,73,40,4.02,ID,1698524046
363,shenjiamen,29.9576,122.298,19.31,59,6,3.47,CN,1698524046
364,csakvar,47.3918,18.465,10.86,87,1,1.63,HU,1698524046
365,alofi,-19.0595,-169.9187,25.94,61,75,6.69,NU,1698524046
366,alaghsas,17.0187,8.0168,28.47,11,33,3.03,NE,1698524046
367,malango,-2.9627,119.9001,17.34,70,43,1.31,ID,1698524046
368,ambon,-3.6954,128.1814,25.49,95,20,4.12,ID,1698524047
369,arkhangel'sk,64.5401,40.5433,-4.37,81,100,3.51,RU,1698524047
370,tomatlan,19.9333,-105.25,30.36,66,89,3.22,MX,1698524047
371,shangrao,28.4532,117.9686,16.2,81,27,0.78,CN,1698524047
372,achinsk,56.2694,90.4993,-2.94,88,100,4.92,RU,1698524047
373,lagoa,39.05,-27.9833,16.82,64,99,10.87,PT,1698524047
374,keokuk,40.3973,-91.3849,6.29,75,100,2.57,US,1698524047
375,saynshand,44.8824,110.1163,6.55,38,27,4.94,MN,1698524048
376,wajir,1.7471,40.0573,29.41,57,100,7.99,KE,1698524048
377,yuzhno-kurilsk,44.0306,145.8556,11.32,87,96,3.51,RU,1698524048
378,queenstown,-31.8976,26.8753,7.97,77,100,5.17,ZA,1698524048
379,terrace,54.5163,-128.6035,1.95,60,20,2.06,CA,1698524048
380,cromer,52.9312,1.2989,13.0,93,100,4.02,GB,1698524048
381,kill devil hills,36.0307,-75.676,26.01,57,0,2.06,US,1698524049
382,kudahuvadhoo,2.6708,72.8944,27.32,82,100,6.24,MV,1698524049
383,chipinge,-20.1883,32.6236,19.68,65,1,2.66,ZW,1698524049
384,nouadhibou,20.931,-17.0347,21.99,73,0,7.72,MR,1698524049
385,tommot,58.9564,126.2925,-1.39,96,100,3.82,RU,1698524049
386,sisimiut,66.9395,-53.6735,-4.62,78,100,5.75,GL,1698524049
387,ballina,-28.8667,153.5667,13.77,75,100,2.1,AU,1698524049
388,ahvaz,31.3203,48.6693,20.97,46,0,0.0,IR,1698523953
389,birobidzhan,48.8,132.95,-0.66,55,6,1.06,RU,1698524050
390,bardai,11.65,7.2333,25.43,24,0,2.14,NG,1698524050
391,midvagur,62.0511,-7.1939,7.46,76,75,5.66,FO,1698524050
392,weno,7.4515,151.8468,26.97,94,100,2.57,FM,1698524050
393,khurai,24.0436,78.3319,19.41,37,40,0.82,IN,1698524050
394,island harbour,50.724,-1.2758,13.43,86,100,0.89,GB,1698524051
395,mount isa,-20.7333,139.5,16.87,22,35,2.06,AU,1698523884
396,marco island,25.9363,-81.7157,31.12,49,75,5.66,US,1698524051
397,san jose,37.3394,-121.895,21.01,41,0,5.14,US,1698523977
398,novoshcherbinovskaya,46.4767,38.6476,14.89,69,0,5.24,RU,1698524051
399,papao,-17.75,-149.55,27.82,75,72,3.45,PF,1698524051
400,cedeira,43.6797,-8.0209,15.21,70,100,11.26,ES,1698524051
401,revda,56.801,59.9303,-3.92,94,100,4.5,RU,1698524052
402,barra do garcas,-15.89,-52.2567,33.37,39,100,2.57,BR,1698524052
403,bom jesus,-9.0744,-44.3586,39.48,17,34,4.97,BR,1698524052
404,kosi,27.8,77.4333,22.89,36,4,1.92,IN,1698524052
405,umea,63.8284,20.2597,-1.04,93,0,0.51,SE,1698524052
406,victoria,22.2855,114.1577,25.21,86,96,4.02,HK,1698523778
407,sorong,-0.8833,131.25,25.26,88,100,3.48,ID,1698524053
408,walvis bay,-22.9575,14.5053,13.86,86,6,5.41,NA,1698523960
409,matane,48.8286,-67.522,7.38,74,78,10.39,CA,1698524053
410,west bay,19.3667,-81.4167,31.04,65,20,6.69,KY,1698524053
411,peniche,39.3558,-9.3811,19.5,85,100,10.06,PT,1698523770
412,gwadar,25.1216,62.3254,26.54,75,0,4.1,PK,1698524053
413,chimbote,-9.0853,-78.5783,21.77,74,100,4.99,PE,1698524053
414,jodhpur,26.2867,73.03,27.01,30,93,2.31,IN,1698524054
415,massawa,15.6097,39.45,30.95,63,100,3.79,ER,1698524054
416,shimoda,34.6667,138.95,14.5,71,4,4.55,JP,1698524054
417,broken hill,-31.95,141.4333,18.36,20,57,4.69,AU,1698523774
418,rethymno,35.3647,24.4714,21.79,84,4,1.56,GR,1698524054
419,bam,29.106,58.357,21.73,38,0,0.78,IR,1698524054
420,tralee,52.2704,-9.7026,9.59,91,100,1.83,IE,1698524055
421,arica,-18.475,-70.3042,24.75,69,86,3.2,CL,1698524055
422,breckenridge,32.7557,-98.9023,13.94,100,100,0.0,US,1698523994
423,whakatane,-37.9585,176.9854,13.82,69,99,3.58,NZ,1698524055
424,kauhava,63.103,23.0713,-4.4,88,14,0.44,FI,1698524055
425,yangambi,0.8102,24.4336,21.71,82,76,0.54,CD,1698524056
426,orda,57.1951,56.9091,-2.27,95,99,6.53,RU,1698524056
427,federacion,-31.0062,-57.8996,28.66,58,0,1.89,AR,1698524056
428,pointe-noire,-4.7761,11.8635,26.56,83,5,2.63,CG,1698524056
429,kyzylorda,44.8528,65.5092,13.4,58,86,0.81,KZ,1698524056
430,tanggu,39.0211,117.6469,12.98,65,67,1.4,CN,1698524056
431,artigas,-30.4,-56.4667,25.84,76,50,2.59,UY,1698524057
432,saint-pierre,-21.3393,55.4781,22.82,78,0,1.54,RE,1698523827
433,dryden,49.7833,-92.7503,-1.84,80,75,5.14,CA,1698524057
434,bartica,6.4,-58.6167,32.18,59,100,1.38,GY,1698523778
435,mola di bari,41.0609,17.0873,20.88,68,34,2.6,IT,1698524057
436,igarka,67.4667,86.5833,-14.97,94,75,2.03,RU,1698523845
437,cutral-co,-38.9469,-69.2089,15.51,10,1,5.36,AR,1698524058
438,glace bay,46.1969,-59.957,20.5,72,98,5.51,CA,1698523830
439,manaure balcon del cesar,10.3928,-73.0325,27.04,79,94,2.78,CO,1698524058
440,mirnyy,62.5353,113.9611,-8.2,85,50,4.96,RU,1698524058
441,shakiso,5.75,38.9167,15.14,99,99,0.65,ET,1698524058
442,punta del este,-34.9667,-54.95,26.06,96,20,4.12,UY,1698524058
443,sassenberg,52.0,8.05,10.47,87,99,5.17,DE,1698524058
444,miracema do tocantins,-9.5618,-48.3967,35.18,34,82,2.65,BR,1698524059
445,batang,-6.4846,110.7083,26.28,73,12,2.83,ID,1698524059
446,saldanha,-33.0117,17.9442,15.03,64,0,10.39,ZA,1698524059
447,port hedland,-20.3167,118.5667,24.03,100,54,3.09,AU,1698524059
448,sinabang,2.4803,96.3801,25.64,87,66,0.89,ID,1698524031
449,carolina beach,34.0352,-77.8936,28.93,63,0,2.81,US,1698524060
450,leninsk-kuznetsky,54.6567,86.1737,-6.17,86,8,1.78,RU,1698524060
451,carauari,-4.8828,-66.8958,31.05,63,97,2.64,BR,1698524060
452,sanctuary point,-35.1114,150.629,14.0,72,3,2.83,AU,1698524060
453,ghadamis,30.1337,9.5007,25.6,20,30,1.63,LY,1698524060
454,dunedin,-45.8742,170.5036,10.45,71,87,0.89,NZ,1698523975
455,san julian,21.0167,-102.1667,25.04,35,71,2.92,MX,1698523964
456,ceeldheer,3.8488,47.1806,27.51,75,36,2.79,SO,1698524061
457,sainte-anne-des-monts,49.124,-66.4924,10.93,71,96,13.89,CA,1698524061
458,akseki,37.0486,31.79,13.33,61,100,1.21,TR,1698524061
459,al ghayzah,16.2079,52.176,25.82,72,14,2.92,YE,1698524061
460,paka,4.6374,103.4368,25.41,86,42,1.4,MY,1698524061
461,hassi messaoud,31.6804,6.0729,25.92,18,0,2.06,DZ,1698524061
462,willemstad,12.1084,-68.9335,29.95,74,20,2.57,CW,1698524061
463,naryn,41.4287,75.9911,6.45,60,100,2.29,KG,1698524062
464,novodvinsk,64.4165,40.8122,-4.56,81,100,3.45,RU,1698524062
465,bopolu,7.0667,-10.4875,23.76,96,100,0.87,LR,1698524062
466,ola,59.5833,151.2833,-1.98,70,89,3.09,RU,1698524062
467,cimin,39.7101,39.7021,7.04,87,0,0.0,TR,1698524062
468,brookings,44.3114,-96.7984,-2.71,87,100,5.14,US,1698523560
469,luderitz,-26.6481,15.1594,17.33,57,0,11.47,NA,1698523936
470,ust-tsilma,65.441,52.1498,-9.1,92,99,3.13,RU,1698524062
471,chibuto,-24.6867,33.5306,22.39,76,9,5.16,MZ,1698524063
472,novyy urengoy,66.0833,76.6333,-10.82,86,52,4.3,RU,1698524063
473,takikawa,43.5528,141.9064,9.11,89,100,1.35,JP,1698524063
474,campamento,14.55,-86.65,26.67,72,70,1.21,HN,1698524063
475,morehead city,34.7229,-76.726,28.01,76,0,5.14,US,1698524064
476,plastun,44.7561,136.2939,0.64,55,0,2.58,RU,1698524064
477,ambad,19.6167,75.8,20.2,51,0,2.7,IN,1698524064
478,antonio enes,-16.2325,39.9086,25.74,87,0,4.77,MZ,1698524064
479,palmer,42.1584,-72.3287,26.01,52,75,5.14,US,1698524064
480,nyurba,63.2842,118.3319,-11.21,94,100,2.36,RU,1698524064
481,huai yot,7.7893,99.6348,24.02,95,100,0.53,TH,1698524064
482,minas de marcona,-15.2119,-75.1103,17.73,72,76,6.28,PE,1698524065
483,pyapon,16.2833,95.6833,24.45,92,97,1.9,MM,1698524065
484,ca mau,9.1769,105.15,24.55,93,99,1.31,VN,1698524065
485,namibe,-15.1961,12.1522,20.93,82,61,2.91,AO,1698523908
486,teknaf,20.8624,92.3058,23.07,84,20,2.88,BD,1698523930
487,amurzet,47.6967,131.0981,0.99,52,5,0.85,RU,1698524065
488,nadym,65.5333,72.5167,-10.04,96,60,3.54,RU,1698524066
489,santa cruz,-17.8,-63.1667,25.03,88,75,10.29,BO,1698524066
490,galliano,29.4422,-90.2992,29.0,51,0,2.06,US,1698524066
491,banda aceh,5.5577,95.3222,26.07,84,37,0.95,ID,1698524067
492,el granada,37.5027,-122.4694,20.26,42,0,5.66,US,1698524067
493,timbiras,-4.2553,-43.9406,39.29,20,8,1.5,BR,1698524069
494,salalah,17.0151,54.0924,26.05,83,0,2.06,OM,1698524069
495,las heras,-46.5419,-68.9359,12.58,18,85,18.88,AR,1698524070
496,impfondo,1.6381,18.0667,25.03,78,100,1.11,CG,1698524071
497,faro,37.0194,-7.9322,19.88,83,40,4.12,PT,1698523952
498,uman,48.7484,30.2218,10.79,75,7,4.48,UA,1698524071
499,nemuro,43.3236,145.575,12.11,75,92,2.58,JP,1698524071
500,jishui,33.7333,115.4,17.5,68,7,2.06,CN,1698524071
501,sao tome,0.3365,6.7273,26.45,81,95,2.1,ST,1698524072
502,colby,39.3958,-101.0524,0.03,65,100,6.17,US,1698524072
503,jumla,29.2747,82.1838,7.65,78,100,1.7,NP,1698524073
504,kostomuksha,64.571,30.5767,-4.98,95,94,1.34,RU,1698524073
505,akrehamn,59.2667,5.1833,6.34,60,0,5.14,NO,1698524073
506,jinchang,38.4953,102.1739,8.65,35,7,0.36,CN,1698524002
507,saiha,22.4833,92.9667,16.67,85,17,1.52,IN,1698524074
508,yerofey pavlovich,53.9667,121.9667,-1.06,74,100,1.29,RU,1698524074
509,alliance,40.9153,-81.1059,15.25,96,100,3.35,US,1698524074
510,robore,-18.3333,-59.75,36.9,32,81,6.9,BO,1698524074
511,nantucket,41.2835,-70.0995,24.08,82,0,6.69,US,1698524049
512,fort mcmurray,56.7268,-111.381,-2.27,86,100,4.12,CA,1698523794
513,mably,46.0862,4.0661,15.93,67,100,4.91,FR,1698524075
514,tekari,24.9333,84.8333,19.12,62,21,1.37,IN,1698524075
515,naolinco de victoria,19.65,-96.85,19.63,81,86,1.39,MX,1698524075
516,cherryville,53.1569,-6.9667,11.08,90,100,3.91,IE,1698524076
517,tarrafal,15.2833,-23.7667,26.44,78,22,5.95,CV,1698524076
518,surazh,53.0175,32.3918,3.97,92,100,6.11,RU,1698524076
519,sabha,27.0377,14.4283,25.48,19,0,3.21,LY,1698524076
520,lubao,14.9167,120.55,26.84,86,32,1.94,PH,1698524076
521,dwarka,22.2394,68.9678,26.88,74,1,3.4,IN,1698524076
522,lukolela,-1.0605,17.1821,24.35,75,55,0.61,CD,1698524076
523,charters towers,-20.1,146.2667,17.6,82,51,2.98,AU,1698523946
524,tubarjal,30.4999,38.216,21.6,58,100,8.26,SA,1698523826
525,mejit,10.2753,170.8646,28.47,75,55,8.47,MH,1698524077
526,meadow lakes,61.6247,-149.6011,5.47,66,0,1.34,US,1698524077
527,kulhudhuffushi,6.6221,73.07,27.95,76,97,1.57,MV,1698524077
528,roma,43.2128,-75.4557,15.84,63,75,6.69,US,1698524077
529,turpan,42.9333,89.1667,14.29,41,0,1.87,CN,1698524078
530,onguday,50.75,86.15,-3.4,53,89,1.32,RU,1698524078
531,eastham,41.8301,-69.9739,24.97,61,0,2.57,US,1698524078
532,gamboma,-1.8764,15.8644,25.84,71,78,0.94,CG,1698524079
533,wenling,28.3669,121.36,16.2,80,7,2.46,CN,1698524079
534,waddan,29.1614,16.139,24.95,21,18,3.22,LY,1698524079
535,shangzhi,45.2167,127.9667,1.35,47,46,0.79,CN,1698524079
536,ribeira brava,32.65,-17.0667,21.11,66,24,2.29,PT,1698524080
537,macia,-25.0269,33.0989,22.44,82,7,5.12,MZ,1698524080
538,el alto,-4.2714,-81.2147,24.81,76,99,5.14,PE,1698524080
539,key west,24.5557,-81.7826,29.0,63,0,8.23,US,1698523794
540,howard springs,-12.497,131.047,25.95,90,8,1.62,AU,1698524080
541,harstad,68.799,16.5293,0.64,94,100,2.24,NO,1698524080
542,masterton,-40.9597,175.6575,12.16,55,15,1.12,NZ,1698524080
543,crane,31.3974,-102.3501,26.72,53,44,9.33,US,1698524081
544,taoudenni,22.6783,-3.9836,34.04,10,0,3.39,ML,1698524081
545,khor,47.8861,134.9464,-1.27,55,7,2.23,RU,1698524081
546,yemel'yanovo,56.1681,92.6767,-2.73,79,40,9.83,RU,1698524081
547,matoury,4.8483,-52.3317,31.98,62,0,6.69,GF,1698524081
548,kindu,-2.95,25.95,22.36,86,24,0.54,CD,1698524081
549,rawlins,41.7911,-107.2387,-3.06,68,100,4.63,US,1698524078
